21:43:20 | univest time 377391431.66 | altitude 4874.84 | apoapsis 8562.88 | stage_3_fuel 1805.38 | stage_2_fuel 1071.83
21:43:31 | univest time 377391439.34 | altitude 7134.29 | apoapsis 12650.01 | stage_3_fuel 1574.13 | stage_2_fuel 1003.02
21:43:41 | univest time 377391447.10 | altitude 9866.01 | apoapsis 17782.19 | stage_3_fuel 1340.48 | stage_2_fuel 933.50
21:43:51 | univest time 377391454.90 | altitude 13126.23 | apoapsis 24606.44 | stage_3_fuel 1105.61 | stage_2_fuel 863.61
21:44:01 | univest time 377391462.68 | altitude 17003.62 | apoapsis 33839.31 | stage_3_fuel 871.35 | stage_2_fuel 793.91
21:44:11 | univest time 377391470.58 | altitude 21568.53 | apoapsis 41622.32 | stage_3_fuel 706.19 | stage_2_fuel 744.77
21:44:21 | univest time 377391478.70 | altitude 26171.66 | apoapsis 44625.84 | stage_3_fuel 645.07 | stage_2_fuel 726.58
21:44:31 | univest time 377391487.78 | altitude 30892.35 | apoapsis 44995.45 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:44:41 | univest time 377391497.30 | altitude 35094.54 | apoapsis 44973.59 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:44:52 | univest time 377391505.22 | altitude 38015.33 | apoapsis 44964.14 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:45:02 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:45:12 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:45:22 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:45:32 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:45:42 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:45:52 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:46:02 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:46:13 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:46:23 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:46:33 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:46:43 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:46:53 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:47:03 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:47:13 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:47:24 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:47:34 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:47:44 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:47:54 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:48:04 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:48:14 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:48:24 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
21:48:34 | univest time 377391507.66 | altitude 38810.88 | apoapsis 44962.54 | stage_3_fuel 0.00 | stage_2_fuel 724.25
