Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,AltitudeFromSea,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,TargetDistance,TargetVelocity,StageDeltaV,VesselDeltaV,Pressure,
844,2839,0,0,388,6.33,6.24,119697.98,572.85,1153.06,-0.04,35.55,12165549,113543,0.15,3048,0,0,658,658,0,
846,2838,0,0,388,6.33,6.24,120257.68,596,1157.77,-0.04,36,12165549,113543,0.15,3047,0,0,658,658,0,
848,2836,0,0,388,6.33,6.24,120847.21,566.16,1162.52,-0.04,36.45,12165549,113543,0.15,3045,0,0,658,658,0,
850,2835,0,0,388,6.33,6.24,121485.82,709.34,1167.44,-0.04,36.93,12165549,113543,0.15,3044,0,0,658,658,0,
852,2833,0,0,388,6.33,6.24,122176.38,1044.47,1172.55,-0.04,37.41,12165549,113543,0.15,3042,0,0,658,658,0,
854,2831,0,0,388,6.33,6.24,122921.89,1135.22,1177.83,-0.04,37.92,12165549,113543,0.15,3041,0,0,658,658,0,
857,2829,0,0,388,6.33,6.24,123725.41,1070.74,1183.28,-0.04,38.44,12165549,113543,0.15,3039,0,0,658,658,0,
859,2827,0,0,388,6.33,6.24,124590.09,1555.55,1188.91,-0.04,38.97,12165549,113543,0.15,3037,0,0,658,658,0,
862,2825,0,0,388,6.33,6.24,125519.14,1805.28,1194.7,-0.03,39.53,12165549,113543,0.15,3035,0,0,658,658,0,
864,2823,0,0,388,6.33,6.24,126515.86,1366.91,1200.67,-0.03,40.1,12165549,113543,0.15,3033,0,0,658,658,0,
867,2820,0,0,388,6.33,6.24,127583.6,1049.36,1206.8,-0.03,40.68,12165549,113543,0.15,3030,0,0,658,658,0,
869,2818,0,0,388,6.33,6.24,128725.77,795.52,1213.09,-0.03,41.28,12165549,113543,0.15,3028,0,0,658,658,0,
872,2815,0,0,388,6.33,6.24,129945.84,839.23,1219.55,-0.03,41.9,12165549,113543,0.15,3025,0,0,658,658,0,
875,2812,0,0,388,6.33,6.24,131247.34,1051.28,1226.16,-0.03,42.53,12165549,113543,0.15,3022,0,0,658,658,0,
878,2809,0,0,388,6.33,6.24,132633.81,993.79,1232.93,-0.02,43.18,12165549,113543,0.15,3019,0,0,658,658,0,
881,2805,0,0,388,6.33,6.24,134108.88,1046.99,1239.86,-0.02,43.84,12165549,113543,0.15,3016,0,0,658,658,0,
884,2802,0,0,388,6.33,6.24,135676.14,893.05,1246.93,-0.02,44.52,12165549,113543,0.15,3013,0,0,658,658,0,
887,2798,0,0,388,6.33,6.24,137339.27,875.5,1254.15,-0.02,45.2,12165549,113543,0.15,3009,0,0,658,658,0,
891,2794,0,0,388,6.33,6.24,139101.93,711.88,1261.51,-0.02,45.91,12165549,113543,0.15,3005,0,0,658,658,0,
894,2789,0,0,388,6.33,6.24,140967.77,972.82,1269.01,-0.01,46.62,12165549,113543,0.15,3001,0,0,658,658,0,
897,2785,0,0,388,6.33,6.24,142940.5,994.59,1276.64,-0.01,47.35,12165549,113543,0.15,2997,0,0,658,658,0,
901,2780,0,0,388,6.33,6.24,145023.77,934.17,1284.41,-0.01,48.09,12165549,113543,0.15,2993,0,0,658,658,0,
904,2775,0,0,388,6.33,6.24,147221.25,656.93,1292.3,-0.01,48.85,12165549,113543,0.15,2988,0,0,658,658,0,
908,2770,0,0,388,6.33,6.24,149536.54,867.25,1300.31,-0.01,49.61,12165549,113543,0.15,2983,0,0,658,658,0,
912,2765,0,0,388,6.33,6.24,151973.28,872.58,1308.44,0,50.39,12165549,113543,0.15,2978,0,0,658,658,0,
916,2759,0,0,388,6.33,6.24,154535,887.35,1316.68,0,51.18,12165549,113543,0.15,2973,0,0,658,658,0,
920,2753,0,0,388,6.33,6.24,157225.21,655.66,1325.03,0,51.97,12165549,113543,0.15,2967,0,0,658,658,0,
923,2747,0,0,388,6.33,6.24,160033.16,815.55,1333.44,0,52.78,12165549,113543,0.15,2961,0,0,658,658,0,
927,2740,0,0,388,6.33,6.24,162917.24,922.53,1341.79,0.01,53.57,12165549,113543,0.15,2955,0,0,658,658,0,
931,2734,0,0,388,6.33,6.24,165876.23,755.36,1350.06,0.01,54.36,12165549,113543,0.15,2949,0,0,658,658,0,
935,2727,0,0,388,6.33,6.24,168908.88,876.76,1358.26,0.01,55.15,12165549,113543,0.15,2943,0,0,658,658,0,
939,2721,0,0,388,6.33,6.24,172013.95,2115.41,1366.4,0.01,55.92,12165549,113543,0.15,2937,0,0,658,658,0,
943,2714,0,0,388,6.33,6.24,175190.19,1822.44,1374.46,0.01,56.69,12165549,113543,0.15,2930,0,0,658,658,0,
947,2707,0,0,388,6.33,6.24,178436.33,1785.06,1382.45,0.02,57.46,12165549,113543,0.15,2924,0,0,658,658,0,
951,2700,0,0,388,6.33,6.24,181751.14,1987.54,1390.37,0.02,58.21,12165549,113543,0.15,2917,0,0,658,658,0,
955,2693,0,0,388,6.33,6.24,185133.33,1781.48,1398.21,0.02,58.96,12165549,113543,0.15,2911,0,0,658,658,0,
959,2685,0,0,388,6.33,6.24,188581.65,1560.02,1405.98,0.02,59.7,12165549,113543,0.15,2904,0,0,658,658,0,
963,2678,0,0,388,6.33,6.24,192094.84,994.7,1413.67,0.02,60.44,12165549,113543,0.15,2897,0,0,658,658,0,
967,2671,0,0,388,6.33,6.24,195671.64,917.89,1421.29,0.03,61.17,12165549,113543,0.15,2890,0,0,658,658,0,
971,2663,0,0,388,6.33,6.24,199310.79,1508.74,1428.84,0.03,61.89,12165549,113543,0.15,2883,0,0,658,658,0,
975,2656,0,0,388,6.33,6.24,203011.05,782.4,1436.31,0.03,62.6,12165549,113543,0.15,2876,0,0,658,658,0,
979,2648,0,0,388,6.33,6.24,206771.16,348.99,1443.7,0.03,63.31,12165549,113543,0.15,2869,0,0,658,658,0,
983,2640,0,0,388,6.33,6.24,210589.9,397.97,1451.02,0.03,64,12165549,113543,0.15,2862,0,0,658,658,0,
987,2633,0,0,388,6.33,6.24,214466.03,1039.77,1458.26,0.04,64.7,12165549,113543,0.15,2855,0,0,658,658,0,
991,2625,0,0,388,6.33,6.24,218398.33,1122.08,1465.43,0.04,65.38,12165549,113543,0.15,2847,0,0,658,658,0,
995,2617,0,0,388,6.33,6.24,222385.59,361.23,1472.52,0.04,66.06,12165549,113543,0.15,2840,0,0,658,658,0,
999,2609,0,0,388,6.33,6.24,226426.61,204.71,1479.53,0.04,66.73,12165549,113543,0.15,2832,0,0,658,658,0,
1003,2601,0,0,388,6.33,6.24,230520.2,143.72,1486.47,0.04,67.39,12165549,113543,0.15,2825,0,0,658,658,0,
1007,2593,0,0,388,6.33,6.24,234665.18,283.08,1493.34,0.05,68.05,12165549,113543,0.15,2818,0,0,658,658,0,
1011,2585,0,0,388,6.33,6.24,238860.39,262.48,1500.13,0.05,68.69,12165549,113543,0.15,2810,0,0,658,658,0,
1015,2577,0,0,388,6.33,6.24,243104.68,305.54,1506.84,0.05,69.34,12165549,113543,0.15,2802,0,0,658,658,0,
1020,2567,0,0,388,6.33,6.24,248563.24,531.86,1515.26,0.05,70.14,12165549,113543,0.15,2793,0,0,658,658,0,
1026,2553,0,0,388,6.33,6.24,255679.23,1515.23,1525.89,0.05,71.15,12165549,113543,0.15,2780,0,0,658,658,0,
1033,2537,0,0,388,6.33,6.24,264527.89,883.25,1538.6,0.06,72.37,12165549,113543,0.15,2765,0,0,658,658,0,
1042,2517,0,0,388,6.33,6.24,275193.6,1500.06,1553.24,0.06,73.77,12165549,113543,0.15,2747,0,0,658,658,0,
1052,2495,0,0,388,6.33,6.24,287767.45,1450.53,1569.64,0.07,75.33,12165549,113543,0.15,2726,0,0,658,658,0,
1063,2470,0,0,388,6.33,6.24,302343.43,1112.68,1587.58,0.07,77.05,12165549,113543,0.15,2703,0,0,658,658,0,
1076,2441,0,0,388,6.33,6.24,319012.41,753.7,1606.87,0.07,78.89,12165549,113543,0.15,2676,0,0,658,658,0,
1091,2410,0,0,388,6.33,6.24,337860.26,583.18,1627.28,0.08,80.84,12165549,113543,0.15,2647,0,0,658,658,0,
1107,2376,0,0,388,6.33,6.24,358964.48,380.2,1648.57,0.08,82.87,12165549,113543,0.15,2616,0,0,658,658,0,
1124,2340,0,0,388,6.33,6.24,382389.82,476.86,1670.52,0.09,84.96,12165549,113543,0.15,2582,0,0,658,658,0,
1143,2301,0,0,388,6.33,6.24,408186.02,293.43,1692.89,0.09,87.1,12165549,113543,0.15,2546,0,0,658,658,0,
1163,2260,0,0,388,6.33,6.24,436387.72,382.91,1715.48,0.1,89.26,12165549,113543,0.15,2508,0,0,658,658,0,
1184,2218,0,0,388,6.33,6.24,467013.9,177.55,1738.08,0.1,91.42,12165549,113543,0.15,2469,0,0,658,658,0,
1208,2174,0,0,388,6.33,6.24,500065.6,420.79,1760.49,0.11,93.56,12165549,113543,0.15,2428,0,0,658,658,0,
1232,2129,0,0,388,6.33,6.24,535529.72,553.67,1782.56,0.11,95.66,12165549,113543,0.15,2387,0,0,658,658,0,
1258,2083,0,0,388,6.33,6.24,573377.2,736.14,1804.15,0.12,97.73,12165549,113543,0.15,2344,0,0,658,658,0,
1285,2037,0,0,388,6.33,6.24,613567.65,534.56,1825.11,0.12,99.73,12165549,113543,0.15,2301,0,0,658,658,0,
1314,1990,0,0,388,6.33,6.24,656048.14,607.96,1845.36,0.13,101.66,12165549,113543,0.15,2258,0,0,658,658,0,
1345,1943,0,0,388,6.33,6.24,700757.48,408.66,1864.81,0.13,103.52,12165549,113543,0.15,2215,0,0,658,658,0,
1376,1897,0,0,388,6.33,6.24,747628.12,-16.67,1883.36,0.13,105.29,12165549,113543,0.15,2172,0,0,658,658,0,
1409,1851,0,0,388,6.33,6.24,796585.59,129.76,1868.84,0.13,106.98,12165549,113543,0.15,2129,0,0,658,658,0,
1444,1805,0,0,388,6.33,6.24,847553.34,-315.24,1852.12,0.14,108.58,12165549,113543,0.15,2087,0,0,658,658,0,
1480,1761,0,0,388,6.33,6.24,900451.03,-184.45,1836.37,0.14,110.08,12165549,113543,0.15,2045,0,0,658,658,0,
1518,1717,0,0,388,6.33,6.24,955198.9,59.82,1821.59,0.14,111.49,12165549,113543,0.15,2004,0,0,658,658,0,
1556,1675,0,0,388,6.33,6.24,1011715.71,-884.06,1807.8,0.14,112.81,12165549,113543,0.15,1964,0,0,658,658,0,
1600,1624,0,0,388,6.33,6.24,1083628.51,-816.05,1792.15,0.14,114.3,12165549,113543,0.15,1916,0,0,658,658,0,
1658,1565,0,0,388,6.33,6.24,1174999.34,-905.59,1774.96,0.15,115.95,12165549,113543,0.15,1859,0,0,658,658,0,
1730,1500,0,0,388,6.33,6.24,1285012.98,-1007.97,1757.7,0.15,117.59,12165549,113543,0.15,1795,0,0,658,658,0,
1817,1434,0,0,388,6.33,6.24,1412633.07,-782.02,1741.68,0.15,119.12,12165549,113543,0.15,1728,0,0,658,658,0,
1918,1368,0,0,388,6.33,6.24,1556666.3,195.3,1727.91,0.15,120.44,12165549,113543,0.15,1659,0,0,658,658,0,
2034,1307,0,0,388,6.33,6.24,1715824.6,283.57,1717.17,0.15,121.46,12165549,113543,0.15,1589,0,0,658,658,0,
2164,1252,0,0,388,6.33,6.24,1888765.48,-226.02,1709.98,0.15,122.15,12165549,113543,0.15,1521,0,0,658,658,0,
2308,1205,0,0,388,6.33,6.24,2074165.13,-202.82,1706.66,0.15,122.47,12165549,113543,0.15,1455,0,0,658,658,0,
2467,1167,0,0,388,6.33,6.24,2270754.13,-162.63,1707.36,0.15,122.4,12165549,113543,0.15,1392,0,0,658,658,0,
2640,1141,0,0,388,6.33,6.24,2477326.76,215.03,1712.17,0.15,121.94,12165549,113543,0.15,1331,0,0,658,658,0,
2828,1126,0,0,388,6.33,6.24,2692753.62,220.57,1721.05,0.15,121.09,12165549,113543,0.15,1273,0,0,658,658,0,
3030,1123,0,0,388,6.33,6.24,2915997.49,163.66,1733.97,0.14,119.86,12165549,113543,0.15,1219,0,0,658,658,0,
3246,1132,0,0,388,6.33,6.24,3146110.26,-880.52,1750.85,0.14,118.25,12165549,113543,0.15,1167,0,0,658,658,0,
3477,1151,0,0,388,6.33,6.24,3382210.64,-932.82,1771.58,0.14,116.27,12165549,113543,0.15,1118,0,0,658,658,0,
3722,1179,0,0,388,6.33,6.24,3623500.07,-932.7,1796.07,0.14,113.93,12165549,113543,0.15,1072,0,0,658,658,0,
3982,1217,0,0,388,6.33,6.24,3869233.63,88.5,1824.22,0.14,111.24,12165549,113543,0.15,1028,0,0,658,658,0,
4256,1262,0,0,388,6.33,6.24,4118733.68,-98.09,1855.94,0.14,108.21,12165549,113543,0.15,986,0,0,658,658,0,
4544,1313,0,0,388,6.33,6.24,4371362.79,101.57,1878.76,0.13,104.85,12165549,113543,0.15,947,0,0,658,658,0,
4847,1370,0,0,388,6.33,6.24,4626532.57,673.69,1840.17,0.13,101.17,12165549,113543,0.15,910,0,0,658,658,0,
5164,1431,0,0,388,6.33,6.24,4883697.06,651.6,1798.25,0.13,97.16,12165549,113543,0.15,874,0,0,658,658,0,
5496,1495,0,0,388,6.33,6.24,5142334.59,271.59,1753.08,0.13,92.85,12165549,113543,0.15,840,0,0,658,658,0,
5842,1562,0,0,388,6.33,6.24,5401960.81,383.46,1704.73,0.13,88.23,12165549,113543,0.15,808,0,0,658,658,0,
6202,1632,0,0,388,6.33,6.24,5662107.97,405.16,1653.23,0.13,83.31,12165549,113543,0.15,777,0,0,658,658,0,
6577,1703,0,0,388,6.33,6.24,5922337.67,687.44,1598.66,0.12,78.1,12165549,113543,0.15,748,0,0,658,658,0,
6966,1776,0,0,388,6.33,6.24,6182222.36,960.09,1541.06,0.12,72.6,12165549,113543,0.15,719,0,0,658,658,0,
7366,1847,0,0,388,6.33,6.24,6434672.28,143.41,1482.07,0.12,66.97,12165549,113543,0.15,693,0,0,658,658,0,
7766,1917,0,0,388,6.33,6.24,6677891.45,1046.31,1422.33,0.12,61.27,12165549,113543,0.15,668,0,0,658,658,0,
8166,1985,0,0,388,6.33,6.24,6912418.63,987.4,1361.95,0.12,55.5,12165549,113543,0.15,645,0,0,658,658,0,
8566,2051,0,0,388,6.33,6.24,7138730.49,955.48,1300.99,0.12,49.68,12165549,113543,0.15,623,0,0,658,658,0,
8966,2115,0,0,388,6.33,6.24,7357251.24,1160.36,1239.52,0.11,43.81,12165549,113543,0.15,603,0,0,658,658,0,
9366,2177,0,0,388,6.33,6.24,7568360.46,1073.29,1177.61,0.11,37.9,12165549,113543,0.15,584,0,0,658,658,0,
9766,2237,0,0,388,6.33,6.24,7772399.37,614.81,1115.3,0.11,31.95,12165549,113543,0.15,565,0,0,658,658,0,
10166,2296,0,0,388,6.33,6.24,7969676.14,423.89,1052.63,0.11,25.96,12165549,113543,0.15,548,0,0,658,658,0,
10566,2352,0,0,388,6.33,6.24,8158782,767.74,990.21,0.11,20,12165549,113543,0.15,531,0,0,658,658,0,
10956,2404,0,0,388,6.33,6.24,8335224.41,-915.72,929.78,0.11,14.23,12165549,113543,0.15,516,0,0,658,658,0,
11330,2453,0,0,388,6.33,6.24,8499840.52,-885.48,871.39,0.11,8.65,12165549,113543,0.15,502,0,0,658,658,0,
11691,2499,0,0,388,6.33,6.24,8653383.67,175.61,815.1,0.11,3.28,12165549,113543,0.15,489,0,0,658,658,0,
12037,2542,0,0,388,6.33,6.24,8796534.4,-1038.28,760.94,0.11,-1.89,12165549,113543,0.15,477,0,0,658,658,0,
12368,2581,0,0,388,6.33,6.24,8929916.03,-806.24,708.93,0.1,-6.86,12165549,113543,0.15,466,0,0,658,658,0,
12686,2619,0,0,388,6.33,6.24,9054092.58,120.62,659.12,0.1,-11.62,12165549,113543,0.15,456,0,0,658,658,0,
12988,2653,0,0,388,6.33,6.24,9169583.65,-973.69,611.51,0.1,-16.16,12165549,113543,0.15,446,0,0,658,658,0,
13277,2685,0,0,388,6.33,6.24,9276860.7,-1073.26,566.14,0.1,-20.5,12165549,113543,0.15,437,0,0,658,658,0,
13551,2715,0,0,388,6.33,6.24,9376359.78,-1217.78,523.01,0.1,-24.61,12165549,113543,0.15,429,0,0,658,658,0,
13810,2743,0,0,388,6.33,6.24,9468478.65,-1115.99,482.15,0.1,-28.52,12165549,113543,0.15,421,0,0,658,658,0,
14056,2768,0,0,388,6.33,6.24,9553580.09,-1152.02,443.57,0.1,-32.2,12165549,113543,0.15,414,0,0,658,658,0,
14286,2792,0,0,388,6.33,6.24,9632000.31,-1194.19,407.27,0.1,-35.67,12165549,113543,0.15,408,0,0,658,658,0,
14503,2813,0,0,388,6.33,6.24,9704043.35,258.3,373.28,0.1,-38.91,12165549,113543,0.15,402,0,0,658,658,0,
14705,2833,0,0,388,6.33,6.24,9769990.66,-489.93,341.59,0.1,-41.94,12165549,113543,0.15,396,0,0,658,658,0,
14892,2851,0,0,388,6.33,6.24,9830095.15,-1032.8,312.21,0.1,-44.74,12165549,113543,0.15,391,0,0,658,658,0,
15066,2867,0,0,388,6.33,6.24,9884590.06,-1091.46,285.16,0.1,-47.33,12165549,113543,0.15,387,0,0,658,658,0,
15224,2882,0,0,388,6.33,6.24,9933684.59,-1208.97,260.44,0.1,-49.69,12165549,113543,0.15,383,0,0,658,658,0,
15369,2895,0,0,388,6.33,6.24,9977565.1,-1185.56,238.05,0.1,-51.83,12165549,113543,0.15,379,0,0,658,658,0,
15499,2907,0,0,388,6.33,6.24,10016399.51,-982.69,218,0.1,-53.74,12165549,113543,0.15,376,0,0,658,658,0,
15614,2917,0,0,388,6.33,6.24,10050338,-1115.07,200.3,0.1,-55.43,12165549,113543,0.15,373,0,0,658,658,0,
15716,2926,0,0,388,6.33,6.24,10079510.17,-1075.15,184.94,0.1,-56.9,12165549,113543,0.15,371,0,0,658,658,0,
15802,2933,0,0,388,6.33,6.24,10104025.7,-1014.39,171.93,0.1,-58.14,12165549,113543,0.15,369,0,0,658,658,0,
15875,2939,0,0,388,6.33,6.24,10123979.84,-1041.97,161.26,0.1,-59.16,12165549,113543,0.15,367,0,0,658,658,0,
15933,2944,0,0,388,6.33,6.24,10139448.74,-1013.28,152.96,0.1,-59.95,12165549,113543,0.15,366,0,0,658,658,0,
15976,2947,0,0,388,6.33,6.24,10151579.14,-1113.78,146.41,0.1,-60.58,12165549,113543,0.15,365,0,0,658,658,0,
16016,2951,0,0,388,6.33,6.24,10163666.81,-1184.4,139.87,0.1,-61.2,12165549,113543,0.15,364,0,0,658,658,0,
16056,2954,0,0,388,6.33,6.24,10175711.83,-1128.68,133.32,0.1,-61.83,12165549,113543,0.15,363,0,0,658,658,0,
16096,2958,0,0,388,6.33,6.24,10187714.29,-1198.92,126.78,0.1,-62.45,12165549,113543,0.15,362,0,0,658,658,0,
16136,2962,0,0,388,6.33,6.24,10199674.27,-1132.09,120.23,0.1,-63.08,12165549,113543,0.15,361,0,0,658,658,0,
16176,2965,0,0,388,6.33,6.24,10211591.88,-1100.26,113.68,0.1,-63.7,12165549,113543,0.15,360,0,0,658,658,0,
16216,2969,0,0,388,6.33,6.24,10223467.18,-1025.54,107.13,0.1,-64.33,12165549,113543,0.15,359,0,0,658,658,0,
16256,2972,0,0,388,6.33,6.24,10235300.28,-1053.22,100.59,0.1,-64.95,12165549,113543,0.15,358,0,0,658,658,0,
16296,2976,0,0,388,6.33,6.24,10247091.24,-1023.03,94.04,0.1,-65.58,12165549,113543,0.15,357,0,0,658,658,0,
16336,2979,0,0,388,6.33,6.24,10258840.17,-1023.76,87.48,0.1,-66.21,12165549,113543,0.15,356,0,0,658,658,0,
16376,2983,0,0,388,6.33,6.24,10270547.14,-1075.06,80.93,0.1,-66.83,12165549,113543,0.15,355,0,0,658,658,0,
16416,2986,0,0,388,6.33,6.24,10282212.24,-1026.2,74.38,0.1,-67.46,12165549,113543,0.15,354,0,0,658,658,0,
16456,2990,0,0,388,6.33,6.24,10293835.55,-1052.52,67.83,0.1,-68.08,12165549,113543,0.15,353,0,0,658,658,0,
16496,2993,0,0,388,6.33,6.24,10305417.15,-995.34,61.27,0.1,-68.71,12165549,113543,0.15,352,0,0,658,658,0,
16536,2997,0,0,388,6.33,6.24,10316957.13,-908.41,54.72,0.1,-69.34,12165549,113543,0.15,351,0,0,658,658,0,
16576,3000,0,0,388,6.33,6.24,10328455.57,-1008.78,48.17,0.1,-69.96,12165549,113543,0.15,350,0,0,658,658,0,
16616,3004,0,0,388,6.33,6.24,10339912.54,-1047.08,41.62,0.1,-70.59,12165549,113543,0.15,349,0,0,658,658,0,
16656,3007,0,0,388,6.33,6.24,10351328.14,-1020.92,35.06,0.1,-71.21,12165549,113543,0.15,348,0,0,658,658,0,
16696,3011,0,0,388,6.33,6.24,10362702.43,-977.27,28.52,0.1,-71.84,12165549,113543,0.15,347,0,0,658,658,0,
16736,3014,0,0,388,6.33,6.24,10374035.5,-968,21.98,0.1,-72.47,12165549,113543,0.15,346,0,0,658,658,0,
16776,3017,0,0,388,6.33,6.24,10385327.44,-909.01,15.45,0.1,-73.09,12165549,113543,0.15,345,0,0,658,658,0,
16816,3021,0,0,388,6.33,6.24,10396578.31,-918.36,8.99,0.1,-73.72,12165549,113543,0.15,344,0,0,658,658,0,
16856,3024,0,0,388,6.33,6.24,10407788.19,-411.35,2.98,0.09,-74.35,12165549,113543,0.15,343,0,0,658,658,0,
16896,3027,0,0,388,6.33,6.24,10418957.17,83.33,4.81,0.09,-74.98,12165549,113543,0.15,342,0,0,658,658,0,
16936,3031,0,0,388,6.33,6.24,10430085.31,217.12,11.12,0.09,-75.6,12165549,113543,0.15,341,0,0,658,658,0,
16976,3034,0,0,388,6.33,6.24,10441172.71,292.25,17.62,0.09,-76.23,12165549,113543,0.15,340,0,0,658,658,0,
17016,3037,0,0,388,6.33,6.24,10452219.42,439.28,24.16,0.09,-76.86,12165549,113543,0.15,339,0,0,658,658,0,
17056,3041,0,0,388,6.33,6.24,10463225.54,759.53,30.71,0.09,-77.48,12165549,113543,0.15,338,0,0,658,658,0,
17096,3044,0,0,388,6.33,6.24,10474191.12,879.53,37.27,0.09,-78.11,12165549,113543,0.15,337,0,0,658,658,0,
17136,3047,0,0,388,6.33,6.24,10485116.26,1026.95,43.83,0.09,-78.74,12165549,113543,0.15,336,0,0,658,658,0,
17176,3050,0,0,388,6.33,6.24,10496001.02,5069.07,50.39,0.09,-79.37,12165549,113543,0.15,335,0,0,658,658,0,
17216,3054,0,0,388,6.33,6.24,10506845.47,2903.98,56.96,0.09,-79.99,12165549,113543,0.15,335,0,0,658,658,0,
17256,3057,0,0,388,6.33,6.24,10517649.69,1368.21,63.53,0.09,-80.62,12165549,113543,0.15,334,0,0,658,658,0,
17296,3060,0,0,388,6.33,6.24,10528413.76,1666.58,70.1,0.09,-81.25,12165549,113543,0.15,333,0,0,658,658,0,
17336,3063,0,0,388,6.33,6.24,10539137.74,1876.55,76.67,0.09,-81.88,12165549,113543,0.15,332,0,0,658,658,0,
17376,3067,0,0,388,6.33,6.24,10549821.7,1376.7,83.25,0.09,-82.51,12165549,113543,0.15,331,0,0,658,658,0,
17416,3070,0,0,388,6.33,6.24,10560465.72,1176.99,89.82,0.09,-83.13,12165549,113543,0.15,330,0,0,658,658,0,
17456,3073,0,0,388,6.33,6.24,10571069.87,987.08,96.4,0.09,-83.76,12165549,113543,0.15,329,0,0,658,658,0,
17496,3076,0,0,388,6.33,6.24,10581634.22,824.72,102.97,0.09,-84.39,12165549,113543,0.15,328,0,0,658,658,0,
17536,3079,0,0,388,6.33,6.24,10592158.83,702.16,109.55,0.09,-85.02,12165549,113543,0.15,327,0,0,658,658,0,
17576,3082,0,0,388,6.33,6.24,10602643.79,741.02,116.13,0.09,-85.65,12165549,113543,0.15,326,0,0,658,658,0,
17616,3086,0,0,388,6.33,6.24,10613089.15,399.03,122.71,0.09,-86.27,12165549,113543,0.15,325,0,0,658,658,0,
17656,3089,0,0,388,6.33,6.24,10623494.99,267.47,129.29,0.09,-86.9,12165549,113543,0.15,325,0,0,658,658,0,
17696,3092,0,0,388,6.33,6.24,10633861.37,409.53,135.87,0.09,-87.53,12165549,113543,0.15,324,0,0,658,658,0,
17736,3095,0,0,388,6.33,6.24,10644188.37,141.4,142.45,0.09,-88.16,12165549,113543,0.15,323,0,0,658,658,0,
17776,3098,0,0,388,6.33,6.24,10654476.04,22.87,149.04,0.09,-88.79,12165549,113543,0.15,322,0,0,658,658,0,
17816,3101,0,0,388,6.33,6.24,10664724.46,-985.42,155.62,0.09,-89.42,12165549,113543,0.15,321,0,0,658,658,0,
17856,3104,0,0,388,6.33,6.24,10674933.69,-967.96,162.2,0.09,-90.05,12165549,113543,0.15,320,0,0,658,658,0,
17896,3107,0,0,388,6.33,6.24,10685103.81,-948.16,168.79,0.09,-90.67,12165549,113543,0.15,319,0,0,658,658,0,
17936,3110,0,0,388,6.33,6.24,10695234.86,-1079.06,175.38,0.09,-91.3,12165549,113543,0.15,318,0,0,658,658,0,
17976,3113,0,0,388,6.33,6.24,10705326.93,-1096.64,181.96,0.09,-91.93,12165549,113543,0.15,317,0,0,658,658,0,
18016,3116,0,0,388,6.33,6.24,10715380.07,-979.62,188.55,0.09,-92.56,12165549,113543,0.15,317,0,0,658,658,0,
18056,3119,0,0,388,6.33,6.24,10725394.35,-1026.47,195.14,0.09,-93.19,12165549,113543,0.15,316,0,0,658,658,0,
18096,3122,0,0,388,6.33,6.24,10735369.83,-1044.64,201.73,0.09,-93.82,12165549,113543,0.15,315,0,0,658,658,0,
18136,3125,0,0,388,6.33,6.24,10745306.59,-1026.99,208.32,0.09,-94.45,12165549,113543,0.15,314,0,0,658,658,0,
18176,3128,0,0,388,6.33,6.24,10755204.67,-1053.49,214.91,0.09,-95.08,12165549,113543,0.15,313,0,0,658,658,0,
18216,3131,0,0,388,6.33,6.24,10765064.14,-1006.12,221.5,0.09,-95.71,12165549,113543,0.15,312,0,0,658,658,0,
18256,3134,0,0,388,6.33,6.24,10774885.07,-959.61,228.09,0.09,-96.34,12165549,113543,0.15,311,0,0,658,658,0,
18296,3137,0,0,388,6.33,6.24,10784667.52,-1061.38,234.68,0.09,-96.97,12165549,113543,0.15,310,0,0,658,658,0,
18336,3140,0,0,388,6.33,6.24,10794411.54,-1083.69,241.28,0.09,-97.6,12165549,113543,0.15,310,0,0,658,658,0,
18376,3143,0,0,388,6.33,6.24,10804117.21,-1072.53,247.87,0.09,-98.23,12165549,113543,0.15,309,0,0,658,658,0,
18416,3146,0,0,388,6.33,6.24,10813784.58,-1041.45,254.46,0.09,-98.86,12165549,113543,0.15,308,0,0,658,658,0,
18456,3149,0,0,388,6.33,6.24,10823413.71,-1038.8,261.06,0.09,-99.49,12165549,113543,0.15,307,0,0,658,658,0,
18496,3152,0,0,388,6.33,6.24,10833004.66,-1074.57,267.66,0.09,-100.12,12165549,113543,0.15,306,0,0,658,658,0,
18536,3154,0,0,388,6.33,6.24,10842557.49,-1013.06,274.25,0.09,-100.75,12165549,113543,0.15,305,0,0,658,658,0,
18576,3157,0,0,388,6.33,6.24,10852072.27,-1012.97,280.85,0.09,-101.38,12165549,113543,0.15,305,0,0,658,658,0,
18616,3160,0,0,388,6.33,6.24,10861549.04,-1080.94,287.45,0.09,-102.01,12165549,113543,0.15,304,0,0,658,658,0,
18656,3163,0,0,388,6.33,6.24,10870987.87,-1151.58,294.05,0.09,-102.64,12165549,113543,0.15,303,0,0,658,658,0,
18696,3166,0,0,388,6.33,6.24,10880388.82,-1037.15,300.65,0.09,-103.27,12165549,113543,0.15,302,0,0,658,658,0,
18736,3169,0,0,388,6.33,6.24,10889751.95,-1101.98,307.25,0.09,-103.9,12165549,113543,0.15,301,0,0,658,658,0,
