Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,AltitudeFromSea,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,TargetDistance,TargetVelocity,StageDeltaV,VesselDeltaV,Pressure,
20255,403,0,0,388,38.16,6.24,2188608.01,4391.53,0,0.44,-32.41,0,157610,178.47,359,0,0,658,658,0,
20256,403,0,0,388,38.16,6.24,2188276.51,4391.57,0,0.44,-32.42,0,157610,178.47,359,0,0,658,658,0,
20257,403,0,0,388,38.16,6.24,2187922.9,4391.31,0,0.44,-32.42,0,157610,178.47,359,0,0,658,658,0,
20258,403,0,0,388,38.16,6.24,2187547.19,4390.87,0,0.44,-32.43,0,157610,178.47,359,0,0,658,658,0,
20259,403,0,0,388,38.16,6.24,2187149.36,4390.74,0,0.44,-32.43,0,157610,178.47,359,0,0,658,658,0,
20260,403,0,0,388,38.16,6.24,2186729.42,4392.79,0,0.44,-32.44,0,157610,178.47,359,0,0,658,658,0,
20262,403,0,0,388,38.16,6.24,2186287.37,4395.11,0,0.44,-32.44,0,157610,178.47,359,0,0,658,658,0,
20263,403,0,0,388,38.16,6.24,2185823.2,4396.73,0,0.44,-32.45,0,157610,178.47,359,0,0,658,658,0,
20264,403,0,0,388,38.16,6.24,2185336.91,4397.97,0,0.44,-32.46,0,157610,178.47,359,0,0,658,658,0,
20266,403,0,0,388,38.16,6.24,2184828.5,4399.33,0,0.44,-32.47,0,157610,178.47,359,0,0,658,658,0,
20267,403,0,0,388,38.16,6.24,2184297.98,4400.71,0,0.44,-32.47,0,157610,178.47,359,0,0,658,658,0,
20269,403,0,0,388,38.16,6.24,2183745.33,4402.1,0,0.44,-32.48,0,157610,178.47,359,0,0,658,658,0,
20270,403,0,0,388,38.16,6.24,2183170.56,4403.79,0,0.44,-32.49,0,157610,178.47,359,0,0,658,658,0,
20272,403,0,0,388,38.16,6.24,2182573.66,4406.65,0,0.44,-32.5,0,157610,178.47,359,0,0,658,658,0,
20274,403,0,0,388,38.16,6.24,2181954.63,4410.38,0,0.44,-32.51,0,157610,178.47,359,0,0,658,658,0,
20276,403,0,0,388,38.16,6.24,2181313.46,4412.92,0,0.44,-32.52,0,157610,178.47,359,0,0,658,658,0,
20278,403,0,0,388,38.16,6.24,2180650.15,4411.64,0,0.44,-32.53,0,157610,178.47,360,0,0,658,658,0,
20279,403,0,0,388,38.16,6.24,2179964.72,4409.81,0,0.44,-32.54,0,157610,178.47,360,0,0,658,658,0,
20282,403,0,0,388,38.16,6.24,2179252.99,4409.83,0,0.44,-32.55,0,157610,178.47,360,0,0,658,658,0,
20284,403,0,0,388,38.16,6.24,2178513.59,4410.22,0,0.44,-32.56,0,157610,178.47,360,0,0,658,658,0,
20286,403,0,0,388,38.16,6.24,2177746.51,4410.07,0,0.44,-32.57,0,157610,178.47,360,0,0,658,658,0,
20288,403,0,0,388,38.16,6.24,2176951.75,4409.04,0,0.44,-32.58,0,157610,178.47,360,0,0,658,658,0,
20290,403,0,0,388,38.16,6.24,2176129.3,4407.02,0,0.44,-32.59,0,157610,178.47,360,0,0,658,658,0,
20293,403,0,0,388,38.16,6.24,2175279.17,4405.43,0,0.44,-32.6,0,157610,178.47,360,0,0,658,658,0,
20295,403,0,0,388,38.16,6.24,2174401.35,4409.55,0,0.44,-32.62,0,157610,178.47,360,0,0,658,658,0,
20298,403,0,0,388,38.16,6.24,2173495.83,4412.86,0,0.44,-32.63,0,157610,178.47,360,0,0,658,658,0,
20301,403,0,0,388,38.16,6.24,2172562.61,4415.94,0,0.44,-32.64,0,157610,178.47,360,0,0,658,658,0,
20303,403,0,0,388,38.16,6.24,2171601.68,4416.72,0,0.44,-32.66,0,157610,178.47,360,0,0,658,658,0,
20306,403,0,0,388,38.16,6.24,2170613.04,4416.96,0,0.44,-32.67,0,157610,178.47,360,0,0,658,658,0,
20309,403,0,0,388,38.16,6.24,2169596.68,4413.75,0,0.44,-32.69,0,157610,178.47,360,0,0,658,658,0,
20312,403,0,0,388,38.16,6.24,2168552.6,4410.41,0,0.44,-32.7,0,157610,178.47,360,0,0,658,658,0,
20315,403,0,0,388,38.16,6.24,2167480.79,4405.27,0,0.44,-32.72,0,157610,178.47,360,0,0,658,658,0,
20318,403,0,0,388,38.16,6.24,2166381.25,4400.99,0,0.44,-32.73,0,157610,178.47,360,0,0,658,658,0,
20321,403,0,0,388,38.16,6.24,2165253.96,4396.3,0,0.44,-32.75,0,157610,178.47,360,0,0,658,658,0,
20325,403,0,0,388,38.16,6.24,2164098.93,4393.2,0,0.44,-32.77,0,157610,178.47,360,0,0,658,658,0,
20328,403,0,0,388,38.16,6.24,2162916.16,4392.2,0,0.44,-32.78,0,157610,178.47,360,0,0,658,658,0,
20332,403,0,0,388,38.16,6.24,2161705.62,4390.98,0,0.44,-32.8,0,157610,178.47,360,0,0,658,658,0,
20335,403,0,0,388,38.16,6.24,2160467.33,4391.11,0,0.44,-32.82,0,157610,178.47,360,0,0,658,658,0,
20339,403,0,0,388,38.16,6.24,2159201.27,4390.59,0,0.44,-32.84,0,157610,178.47,360,0,0,658,658,0,
20342,403,0,0,388,38.16,6.24,2157907.43,4384.85,0,0.44,-32.86,0,157610,178.47,360,0,0,658,658,0,
20346,403,0,0,388,38.16,6.24,2156585.79,4379.78,0,0.44,-32.87,0,157610,178.47,360,0,0,658,658,0,
20350,403,0,0,388,38.16,6.24,2155236.38,4376.7,0,0.44,-32.89,0,157610,178.47,360,0,0,658,658,0,
20354,403,0,0,388,38.16,6.24,2153859.17,4370.76,0,0.44,-32.91,0,157610,178.47,360,0,0,658,658,0,
20358,403,0,0,388,38.16,6.24,2152100.98,4362.13,0,0.44,-32.94,0,157610,178.47,360,0,0,658,658,0,
20364,403,0,0,388,38.16,6.24,2149844.26,4352.06,0,0.44,-32.97,0,157610,178.47,361,0,0,658,658,0,
20371,403,0,0,388,38.16,6.24,2147088.61,4329.75,0,0.44,-33.01,0,157610,178.47,361,0,0,658,658,0,
20380,403,0,0,388,38.16,6.24,2143833.96,4294.61,0,0.44,-33.06,0,157610,178.47,361,0,0,658,658,0,
20390,403,0,0,388,38.16,6.24,2140079.81,4262.83,0,0.45,-33.12,0,157610,178.47,361,0,0,658,658,0,
20402,404,0,0,388,38.16,6.24,2135826,4231.35,0,0.45,-33.18,0,157610,178.47,361,0,0,658,658,0,
20415,404,0,0,388,38.16,6.24,2131072.13,4202.34,0,0.45,-33.25,0,157610,178.47,361,0,0,658,658,0,
20429,404,0,0,388,38.16,6.24,2125817.55,4196.6,0,0.45,-33.32,0,157610,178.47,361,0,0,658,658,0,
20445,404,0,0,388,38.16,6.24,2120061.96,4186.87,0,0.45,-33.41,0,157610,178.47,362,0,0,658,658,0,
20462,404,0,0,388,38.16,6.24,2113804.61,4180.3,0,0.45,-33.5,0,157610,178.47,362,0,0,658,658,0,
20481,404,0,0,388,38.16,6.24,2107045.09,4204.01,0,0.45,-33.6,0,157610,178.47,362,0,0,658,658,0,
20501,404,0,0,388,38.16,6.24,2099782.55,4211.64,0,0.45,-33.71,0,157610,178.47,362,0,0,658,658,0,
20523,404,0,0,388,38.16,6.24,2092016.48,4237.45,0,0.45,-33.82,0,157610,178.47,362,0,0,658,658,0,
20546,405,0,0,388,38.16,6.24,2083746.1,4325.4,0,0.46,-33.95,0,157610,178.47,363,0,0,658,658,0,
20571,405,0,0,388,38.16,6.24,2074970.42,4326.23,0,0.46,-34.08,0,157610,178.47,363,0,0,658,658,0,
20597,405,0,0,388,38.16,6.24,2065688.54,4335.66,0,0.46,-34.22,0,157610,178.47,363,0,0,658,658,0,
20624,405,0,0,388,38.16,6.24,2055899.74,4314.69,0,0.46,-34.37,0,157610,178.47,364,0,0,658,658,0,
20653,405,0,0,388,38.16,6.24,2045603,4366.21,0,0.46,-34.52,0,157610,178.47,364,0,0,658,658,0,
20683,406,0,0,388,38.16,6.24,2034797.09,4358.79,0,0.47,-34.69,0,157610,178.47,364,0,0,658,658,0,
20715,406,0,0,388,38.16,6.24,2023481.07,4413.73,0,0.47,-34.86,0,157610,178.47,365,0,0,658,658,0,
20748,406,0,0,388,38.16,6.24,2011653.76,4537.32,0,0.47,-35.04,0,157610,178.47,365,0,0,658,658,0,
20783,406,0,0,388,38.16,6.24,1999313.7,4293.74,0,0.47,-35.23,0,157610,178.47,366,0,0,658,658,0,
20819,407,0,0,388,38.16,6.24,1986459.59,4213.98,0,0.48,-35.43,0,157610,178.47,366,0,0,658,658,0,
20856,407,0,0,388,38.16,6.24,1973090.22,4186.45,0,0.48,-35.64,0,157610,178.47,367,0,0,658,658,0,
20895,407,0,0,388,38.16,6.24,1959204.11,4200.51,0,0.48,-35.85,0,157610,178.47,367,0,0,658,658,0,
20935,408,0,0,388,38.16,6.24,1945178.59,4246.6,0,0.48,-36.08,0,157610,178.47,368,0,0,658,658,0,
20975,408,0,0,388,38.16,6.24,1931139.52,4291.52,0,0.49,-36.3,0,157610,178.47,368,0,0,658,658,0,
21015,408,0,0,388,38.16,6.24,1917086.77,4329.5,0,0.49,-36.52,0,157610,178.47,369,0,0,658,658,0,
21055,409,0,0,388,38.16,6.24,1903020.24,4467.04,0,0.49,-36.75,0,157610,178.47,369,0,0,658,658,0,
21095,409,0,0,388,38.16,6.24,1888939.79,4621.96,0,0.5,-36.97,0,157610,178.47,370,0,0,658,658,0,
21135,409,0,0,388,38.16,6.24,1874845.32,4599.36,0,0.5,-37.2,0,157610,178.47,371,0,0,658,658,0,
21175,410,0,0,388,38.16,6.24,1860736.68,4547.38,0,0.5,-37.43,0,157610,178.47,371,0,0,658,658,0,
21215,410,0,0,388,38.16,6.24,1846613.76,4527.1,0,0.51,-37.67,0,157610,178.47,372,0,0,658,658,0,
21255,410,0,0,388,38.16,6.24,1832476.44,4455.35,0,0.51,-37.9,0,157610,178.47,372,0,0,658,658,0,
21295,411,0,0,388,38.16,6.24,1818324.58,4569.92,0,0.51,-38.14,0,157610,178.47,373,0,0,658,658,0,
21335,411,0,0,388,38.16,6.24,1804158.05,4120.48,0,0.52,-38.37,0,157610,178.47,374,0,0,658,658,0,
21375,412,0,0,388,38.16,6.24,1789976.74,3776.74,0,0.52,-38.61,0,157610,178.47,374,0,0,658,658,0,
21415,412,0,0,388,38.16,6.24,1775780.5,3787.7,0,0.52,-38.86,0,157610,178.47,375,0,0,658,658,0,
21455,413,0,0,388,38.16,6.24,1761569.2,3875.97,0,0.53,-39.1,0,157610,178.47,375,0,0,658,658,0,
21495,413,0,0,388,38.16,6.24,1747342.71,3995.87,0,0.53,-39.34,0,157610,178.47,376,0,0,658,658,0,
21535,413,0,0,388,38.16,6.24,1733100.9,4200.72,0,0.53,-39.59,0,157610,178.47,377,0,0,658,658,0,
21575,414,0,0,388,38.16,6.24,1718843.63,4609.01,0,0.54,-39.84,0,157610,178.47,377,0,0,658,658,0,
21615,414,0,0,388,38.16,6.24,1704570.76,4601.96,0,0.54,-40.09,0,157610,178.47,378,0,0,658,658,0,
21655,415,0,0,388,38.16,6.24,1690282.16,4631.91,0,0.54,-40.35,0,157610,178.47,379,0,0,658,658,0,
21695,415,0,0,388,38.16,6.24,1675977.68,4514.61,0,0.55,-40.61,0,157610,178.47,379,0,0,658,658,0,
21735,416,0,0,388,38.16,6.24,1661657.19,4586.62,0,0.55,-40.86,0,157610,178.47,380,0,0,658,658,0,
21775,416,0,0,388,38.16,6.24,1647320.54,4662.25,0,0.56,-41.13,0,157610,178.47,381,0,0,658,658,0,
21815,417,0,0,388,38.16,6.24,1632967.6,4673.28,0,0.56,-41.39,0,157610,178.47,382,0,0,658,658,0,
21855,418,0,0,388,38.16,6.24,1618598.22,4546.24,0,0.56,-41.66,0,157610,178.47,382,0,0,658,658,0,
21895,418,0,0,388,38.16,6.24,1604212.25,4270.57,0,0.57,-41.93,0,157610,178.47,383,0,0,658,658,0,
21935,419,0,0,388,38.16,6.24,1589809.56,4162.67,0,0.57,-42.2,0,157610,178.47,384,0,0,658,658,0,
21975,419,0,0,388,38.16,6.24,1575389.99,4184.61,0,0.58,-42.47,0,157610,178.47,385,0,0,658,658,0,
22015,420,0,0,388,38.16,6.24,1560953.4,3851.55,0,0.58,-42.75,0,157610,178.47,385,0,0,658,658,0,
22055,420,0,0,388,38.16,6.24,1546499.65,3906.28,0,0.59,-43.03,0,157610,178.47,386,0,0,658,658,0,
22095,421,0,0,388,38.16,6.24,1532028.58,4137.29,0,0.59,-43.31,0,157610,178.47,387,0,0,658,658,0,
22135,422,0,0,388,38.16,6.24,1517540.06,3748.47,0,0.59,-43.6,0,157610,178.47,388,0,0,658,658,0,
22175,422,0,0,388,38.16,6.24,1503033.92,3599.92,0,0.6,-43.89,0,157610,178.47,389,0,0,658,658,0,
22215,423,0,0,388,38.16,6.24,1488510.03,3480.13,0,0.6,-44.18,0,157610,178.47,389,0,0,658,658,0,
22255,424,0,0,388,38.16,6.24,1473968.24,2901.46,0,0.61,-44.47,0,157610,178.47,390,0,0,658,658,0,
22295,424,0,0,388,38.16,6.24,1459408.39,2516.34,0,0.61,-44.77,0,157610,178.47,391,0,0,658,658,0,
22335,425,0,0,388,38.16,6.24,1444830.35,2501.09,0,0.62,-45.08,0,157610,178.47,392,0,0,658,658,0,
22375,426,0,0,388,38.16,6.24,1430233.97,2795.03,0,0.62,-45.38,0,157610,178.47,393,0,0,658,658,0,
22415,427,0,0,388,38.16,6.24,1415619.09,3094.93,0,0.63,-45.69,0,157610,178.47,394,0,0,658,658,0,
22455,427,0,0,388,38.16,6.24,1400985.58,2786.51,0,0.63,-46.01,0,157610,178.47,395,0,0,658,658,0,
22495,428,0,0,388,38.16,6.24,1386333.28,2583.75,0,0.64,-46.32,0,157610,178.47,396,0,0,658,658,0,
22535,429,0,0,388,38.16,6.24,1371662.07,2429.67,0,0.64,-46.64,0,157610,178.47,397,0,0,658,658,0,
22575,430,0,0,388,38.16,6.24,1356971.79,2209.27,0,0.65,-46.97,0,157610,178.47,398,0,0,658,658,0,
22615,430,0,0,388,38.16,6.24,1342262.31,1835.39,0,0.65,-47.3,0,157610,178.47,399,0,0,658,658,0,
22655,431,0,0,388,38.16,6.24,1327533.49,1723.93,0,0.66,-47.63,0,157610,178.47,400,0,0,658,658,0,
22695,432,0,0,388,38.16,6.24,1312785.19,1636.95,0,0.67,-47.97,0,157610,178.47,401,0,0,658,658,0,
22735,433,0,0,388,38.16,6.24,1298017.29,1496.38,0,0.67,-48.31,0,157610,178.47,402,0,0,658,658,0,
22775,434,0,0,388,38.16,6.24,1283229.66,1397.31,0,0.68,-48.66,0,157610,178.47,403,0,0,658,658,0,
22815,435,0,0,388,38.16,6.24,1268422.17,1475.12,0,0.68,-49.02,0,157610,178.47,404,0,0,658,658,0,
22855,436,0,0,388,38.16,6.24,1253594.71,1128.43,0,0.69,-49.37,0,157610,178.47,405,0,0,658,658,0,
22895,437,0,0,388,38.16,6.24,1238747.16,1098.48,0,0.7,-49.74,0,157610,178.47,406,0,0,658,658,0,
22935,438,0,0,388,38.16,6.24,1223879.41,1280.76,0,0.7,-50.11,0,157610,178.47,407,0,0,658,658,0,
22975,439,0,0,388,38.16,6.24,1208991.36,1268.01,0,0.71,-50.48,0,157610,178.47,409,0,0,658,658,0,
23015,440,0,0,388,38.16,6.24,1194082.91,1781.14,0,0.71,-50.86,0,157610,178.47,410,0,0,658,658,0,
23055,441,0,0,388,38.16,6.24,1179153.98,1589.89,0,0.72,-51.25,0,157610,178.47,411,0,0,658,658,0,
23095,442,0,0,388,38.16,6.24,1164204.48,1514.29,0,0.73,-51.64,0,157610,178.47,412,0,0,658,658,0,
23135,443,0,0,388,38.16,6.24,1149234.36,1487.33,0,0.74,-52.04,0,157610,178.47,414,0,0,658,658,0,
23175,444,0,0,388,38.16,6.24,1134243.53,1568.52,0,0.74,-52.44,0,157610,178.47,415,0,0,658,658,0,
23215,445,0,0,388,38.16,6.24,1119231.97,1615.32,0,0.75,-52.85,0,157610,178.47,416,0,0,658,658,0,
23255,446,0,0,388,38.16,6.24,1104199.64,1433.69,0,0.76,-53.27,0,157610,178.47,418,0,0,658,658,0,
23295,448,0,0,388,38.16,6.24,1089146.51,1442.6,0,0.76,-53.7,0,157610,178.47,419,0,0,658,658,0,
23335,449,0,0,388,38.16,6.24,1074072.57,1580.83,0,0.77,-54.13,0,157610,178.47,420,0,0,658,658,0,
23375,450,0,0,388,38.16,6.24,1058977.86,1720.21,0,0.78,-54.57,0,157610,178.47,422,0,0,658,658,0,
23415,451,0,0,388,38.16,6.24,1043862.39,1854.74,0,0.79,-55.03,0,157610,178.47,423,0,0,658,658,0,
23455,453,0,0,388,38.16,6.24,1028726.21,2054.47,0,0.8,-55.48,0,157610,178.47,425,0,0,658,658,0,
23495,454,0,0,388,38.16,6.24,1013569.41,2211.19,0,0.8,-55.95,0,157610,178.47,426,0,0,658,658,0,
23535,456,0,0,388,38.16,6.24,998392.08,1928.55,0,0.81,-56.43,0,157610,178.47,428,0,0,658,658,0,
23575,457,0,0,388,38.16,6.24,983194.36,1762.9,0,0.82,-56.91,0,157610,178.47,430,0,0,658,658,0,
23615,459,0,0,388,38.16,6.24,967976.41,1667.68,0,0.83,-57.41,0,157610,178.47,431,0,0,658,658,0,
23655,460,0,0,388,38.16,6.24,952738.41,2023.5,0,0.84,-57.92,0,157610,178.47,433,0,0,658,658,0,
23695,462,0,0,388,38.16,6.24,937480.6,1844.65,0,0.85,-58.44,0,157610,178.47,435,0,0,658,658,0,
23735,463,0,0,388,38.16,6.24,922203.26,1886.65,0,0.86,-58.96,0,157610,178.47,437,0,0,658,658,0,
23775,465,0,0,388,38.16,6.24,906906.7,1902.28,0,0.87,-59.51,0,157610,178.47,438,0,0,658,658,0,
23815,467,0,0,388,38.16,6.24,891591.29,1831.56,0,0.88,-60.06,0,157610,178.47,440,0,0,658,658,0,
23855,468,0,0,388,38.16,6.24,876257.45,1756.15,0,0.89,-60.62,0,157610,178.47,442,0,0,658,658,0,
23895,470,0,0,388,38.16,6.24,860905.67,1030.38,0,0.9,-61.2,0,157610,178.47,444,0,0,658,658,0,
23935,472,0,0,388,38.16,6.24,845536.5,991.08,0,0.91,-61.8,0,157610,178.47,446,0,0,658,658,0,
23975,474,0,0,388,38.16,6.24,830150.55,1459.19,0,0.92,-62.4,0,157610,178.47,448,0,0,658,658,0,
24015,476,0,0,388,38.16,6.24,814748.54,1446.17,0,0.93,-63.03,0,157610,178.47,450,0,0,658,658,0,
24055,478,0,0,388,38.16,6.24,799331.25,1422.87,0,0.94,-63.67,0,157610,178.47,453,0,0,658,658,0,
24095,480,0,0,388,38.16,6.24,783899.59,1331.57,0,0.95,-64.32,0,157610,178.47,455,0,0,658,658,0,
24135,482,0,0,388,38.16,6.24,768454.54,1516.65,0,0.97,-64.99,0,157610,178.47,457,0,0,658,658,0,
24175,484,0,0,388,38.16,6.24,752997.25,1577.6,0,0.98,-65.69,0,157610,178.47,460,0,0,658,658,0,
24215,487,0,0,388,38.16,6.24,737528.95,1770.74,0,0.99,-66.4,0,157610,178.47,462,0,0,658,658,0,
24255,489,0,0,388,38.16,6.24,722051.06,2219.37,0,1,-67.13,0,157610,178.47,465,0,0,658,658,0,
24295,491,0,0,388,38.16,6.24,706565.13,2413.92,0,1.02,-67.88,0,157610,178.47,467,0,0,658,658,0,
24335,494,0,0,388,38.16,6.24,691072.93,3010.15,0,1.03,-68.66,0,157610,178.47,470,0,0,658,658,0,
24375,496,0,0,388,38.16,6.24,675576.4,3579.09,0,1.04,-69.46,0,157610,178.47,473,0,0,658,658,0,
24415,499,0,0,388,38.16,6.24,660077.71,3704.13,0,1.06,-70.28,0,157610,178.47,475,0,0,658,658,0,
24455,502,0,0,388,38.16,6.24,644579.29,3851.72,0,1.07,-71.13,0,157610,178.47,478,0,0,658,658,0,
24495,504,0,0,388,38.16,6.24,629083.83,3767.05,0,1.09,-72.01,0,157610,178.47,481,0,0,658,658,0,
24535,507,0,0,388,38.16,6.24,613594.33,3500.74,0,1.1,-72.92,0,157610,178.47,484,0,0,658,658,0,
24575,510,0,0,388,38.16,6.24,598114.14,3965.44,0,1.12,-73.86,0,157610,178.47,488,0,0,658,658,0,
24615,513,0,0,388,38.16,6.24,582647,4653.72,0,1.13,-74.83,0,157610,178.47,491,0,0,658,658,0,
24655,517,0,0,388,38.16,6.24,567197.05,4799.24,0,1.15,-75.84,0,157610,178.47,494,0,0,658,658,0,
24695,520,0,0,388,38.16,6.24,551768.92,4688.29,0,1.17,-76.89,0,157610,178.47,498,0,0,658,658,0,
24735,523,0,0,388,38.16,6.24,536367.76,4332.72,0,1.18,-77.97,0,157610,178.47,501,0,0,658,658,0,
24775,527,0,0,388,38.16,6.24,520999.34,4122.1,0,1.2,-79.1,0,157610,178.47,505,0,0,658,658,0,
24815,531,0,0,388,38.16,6.24,505670.07,3244.41,0,1.22,-80.27,0,157610,178.47,509,0,0,658,658,0,
24855,534,0,0,388,38.16,6.24,490387.09,2603.96,0,1.23,-81.49,0,157610,178.47,513,0,0,658,658,0,
24895,538,0,0,388,38.16,6.24,475158.4,2132.82,0,1.25,-82.75,0,157610,178.47,517,0,0,658,658,0,
24935,542,0,0,388,38.16,6.24,459992.92,1829.74,0,1.27,-84.08,0,157610,178.47,521,0,0,658,658,0,
24975,547,0,0,388,38.16,6.24,444900.61,2369.11,0,1.29,-85.46,0,157610,178.47,526,0,0,658,658,0,
25015,551,0,0,388,38.16,6.24,429892.59,3014.45,0,1.31,-86.9,0,157610,178.47,530,0,0,658,658,0,
25055,555,0,0,388,38.16,6.24,414981.3,3068.57,0,1.33,-88.4,0,157610,178.47,535,0,0,658,658,0,
25095,560,0,0,388,38.16,6.24,400180.63,2794.2,0,1.35,-89.98,0,157610,178.47,540,0,0,658,658,0,
25135,565,0,0,388,38.16,6.24,385900.5,1792.9,0,1.37,-91.58,0,157610,178.47,545,0,0,658,658,0,
25173,569,0,0,388,38.16,6.24,372276.59,2660.88,0,1.38,-93.19,0,157610,178.47,550,0,0,658,658,0,
25210,574,0,0,388,38.16,6.24,359308.97,3200.4,0,1.4,-94.82,0,157610,178.47,554,0,0,658,658,0,
25245,579,0,0,388,38.16,6.24,346997,2844.31,0,1.42,-96.44,0,157610,178.47,559,0,0,658,658,0,
25279,583,0,0,388,38.16,6.24,335338.1,3057.25,0,1.43,-98.07,0,157610,178.47,564,0,0,658,658,0,
25311,587,0,0,388,38.16,6.24,324327.63,2006.64,0,1.45,-99.68,0,157610,178.47,568,0,0,658,658,0,
25342,592,0,0,388,38.16,6.24,313960.03,1816.97,0,1.46,-101.29,0,157610,178.47,573,0,0,658,658,0,
25372,596,0,0,388,38.16,6.24,304227.63,1936.7,0,1.47,-102.87,0,157610,178.47,577,0,0,658,658,0,
25400,600,0,0,388,38.16,6.24,295121.04,2255.73,0,1.48,-104.43,0,157610,178.47,581,0,0,658,658,0,
25427,603,0,0,388,38.16,6.24,286629.21,2526.39,0,1.49,-105.96,0,157610,178.47,585,0,0,658,658,0,
25452,607,0,0,388,38.16,6.24,278739.2,2721.6,0,1.5,-107.46,0,157610,178.47,589,0,0,658,658,0,
25476,611,0,0,388,38.16,6.24,271437.35,2831.25,0,1.51,-108.9,0,157610,178.47,592,0,0,658,658,0,
25498,614,0,0,388,38.16,6.24,264708.4,2748.2,0,1.51,-110.3,0,157610,178.47,596,0,0,658,658,0,
25519,617,0,0,388,38.16,6.24,258535.7,2946.09,0,1.52,-111.64,0,157610,178.47,599,0,0,658,658,0,
25538,620,0,0,388,38.16,6.24,252902.52,2980.48,0,1.52,-112.92,0,157610,178.47,602,0,0,658,658,0,
25556,622,0,0,388,38.16,6.24,247791.25,3023.79,0,1.53,-114.12,0,157610,178.47,605,0,0,658,658,0,
25573,625,0,0,388,38.16,6.24,243183.75,2716.24,0,1.53,-115.25,0,157610,178.47,607,0,0,658,658,0,
25588,627,0,0,388,38.16,6.24,239062.58,2268.59,0,1.53,-116.29,0,157610,178.47,609,0,0,658,658,0,
25602,629,0,0,388,38.16,6.24,235410.4,2047.48,0,1.53,-117.25,0,157610,178.47,611,0,0,658,658,0,
25614,631,0,0,388,38.16,6.24,232210.22,2388.14,0,1.53,-118.11,0,157610,178.47,613,0,0,658,658,0,
25625,632,0,0,388,38.16,6.24,229447,2815.6,0,1.53,-118.88,0,157610,178.47,615,0,0,658,658,0,
25634,634,0,0,388,38.16,6.24,227105.73,2946.87,0,1.53,-119.55,0,157610,178.47,616,0,0,658,658,0,
25642,635,0,0,388,38.16,6.24,225173.86,3042.6,0,1.53,-120.11,0,157610,178.47,617,0,0,658,658,0,
25649,635,0,0,388,38.16,6.24,223640.29,3219.83,0,1.53,-120.56,0,157610,178.47,618,0,0,658,658,0,
25654,636,0,0,388,38.16,6.24,222495.58,3317.23,0,1.53,-120.9,0,157610,178.47,619,0,0,658,658,0,
25658,637,0,0,388,38.16,6.24,221451.82,3288.87,0,1.53,-121.22,0,157610,178.47,619,0,0,658,658,0,
25662,637,0,0,388,38.16,6.24,220414.18,3207.7,0,1.53,-121.53,0,157610,178.47,620,0,0,658,658,0,
25666,638,0,0,388,38.16,6.24,219382.73,3282.4,0,1.53,-121.85,0,157610,178.47,621,0,0,658,658,0,
25670,639,0,0,388,38.16,6.24,218357.52,3397.87,0,1.53,-122.17,0,157610,178.47,621,0,0,658,658,0,
25674,639,0,0,388,38.16,6.24,217338.63,3526.93,0,1.53,-122.49,0,157610,178.47,622,0,0,658,658,0,
25678,640,0,0,388,38.16,6.24,216326.1,3708.96,0,1.53,-122.81,0,157610,178.47,622,0,0,658,658,0,
25682,640,0,0,388,38.16,6.24,215320.01,3312.05,0,1.53,-123.14,0,157610,178.47,623,0,0,658,658,0,
25686,641,0,0,388,38.16,6.24,214320.41,3475.52,0,1.53,-123.47,0,157610,178.47,624,0,0,658,658,0,
25690,641,0,0,388,38.16,6.24,213327.36,3631.97,0,1.53,-123.79,0,157610,178.47,624,0,0,658,658,0,
25694,642,0,0,388,38.16,6.24,212340.92,3970.25,0,1.53,-124.12,0,157610,178.47,625,0,0,658,658,0,
25698,643,0,0,388,38.16,6.24,211361.17,4139.82,0,1.53,-124.45,0,157610,178.47,625,0,0,658,658,0,
25702,643,0,0,388,38.16,6.24,210388.15,3966.17,0,1.53,-124.78,0,157610,178.47,626,0,0,658,658,0,
25706,644,0,0,388,38.16,6.24,209421.94,3951.33,0,1.53,-125.12,0,157610,178.47,627,0,0,658,658,0,
25710,644,0,0,388,38.16,6.24,208462.59,3870.24,0,1.53,-125.45,0,157610,178.47,627,0,0,658,658,0,
25714,645,0,0,388,38.16,6.24,207510.17,3892.29,0,1.53,-125.79,0,157610,178.47,628,0,0,658,658,0,
25718,646,0,0,388,38.16,6.24,206564.75,4195.67,0,1.52,-126.13,0,157610,178.47,628,0,0,658,658,0,
25722,646,0,0,388,38.16,6.24,205626.38,4197.2,0,1.52,-126.47,0,157610,178.47,629,0,0,658,658,0,
25726,647,0,0,388,38.16,6.24,204695.13,4257.61,0,1.52,-126.81,0,157610,178.47,630,0,0,658,658,0,
25730,647,0,0,388,38.16,6.24,203771.06,4474.62,0,1.52,-127.15,0,157610,178.47,630,0,0,658,658,0,
25734,648,0,0,388,38.16,6.24,202854.25,4760.32,0,1.52,-127.5,0,157610,178.47,631,0,0,658,658,0,
25738,648,0,0,388,38.16,6.24,201944.74,5362.36,0,1.52,-127.84,0,157610,178.47,631,0,0,658,658,0,
25742,649,0,0,388,38.16,6.24,201042.61,5370.87,0,1.52,-128.19,0,157610,178.47,632,0,0,658,658,0,
25746,649,0,0,388,38.16,6.24,200147.92,5565.15,0,1.52,-128.54,0,157610,178.47,633,0,0,658,658,0,
